Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,loyalty_score_a,loyalty_score_b,loyalty_score_c,promo_dependency_score,value_tier,satisfaction_flag,category_affinity,seasonal_breadth
992,20,Male,Shorts,Clothing,97.0,Wisconsin,XL,White,Spring,2.7,Yes,Standard,Yes,Yes,40,Bank Transfer,Bi-Weekly,71.83673469387755,61.280612244897966,66.76308580452044,100.0,Platinum,At Risk,Clothing,1
993,46,Male,Jacket,Outerwear,99.0,Louisiana,M,Gray,Winter,4.6,Yes,Express,Yes,Yes,50,Debit Card,Weekly,100.0,94.24999999999999,98.52525399923388,100.0,Platinum,Satisfied,Outerwear,1
994,51,Male,Sandals,Footwear,90.0,Iowa,M,Peach,Winter,4.4,Yes,Store Pickup,Yes,Yes,25,Cash,Weekly,79.59183673469387,70.8265306122449,75.75983861979572,100.0,Platinum,Satisfied,Footwear,1
995,53,Male,Shoes,Footwear,68.0,New York,L,Violet,Fall,3.2,Yes,Express,Yes,Yes,20,Debit Card,Monthly,68.84353741496598,42.25850340136055,55.06547664028491,100.0,Silver,Neutral,Footwear,1
996,44,Male,Jewelry,Accessories,80.0,Idaho,M,Magenta,Spring,3.0,Yes,2-Day Shipping,Yes,Yes,10,Venmo,Weekly,67.3469387755102,37.78911564625851,51.920373059571666,100.0,Gold,Neutral,Accessories,1
997,29,Male,Sandals,Footwear,91.0,Delaware,L,Maroon,Summer,4.9,Yes,Standard,Yes,Yes,32,Bank Transfer,Quarterly,58.639455782312936,82.67176870748298,71.63590905599602,100.0,Platinum,Satisfied,Footwear,1
998,64,Male,Pants,Clothing,30.0,Kentucky,M,Cyan,Spring,3.6,Yes,Express,Yes,Yes,31,Cash,Fortnightly,71.156462585034,39.24149659863946,54.60400514655637,100.0,Bronze,Neutral,Clothing,1
999,51,Male,Shoes,Footwear,90.0,Connecticut,M,White,Spring,3.8,Yes,Next Day Air,Yes,Yes,48,Bank Transfer,Bi-Weekly,78.36734693877551,78.47278911564626,79.24806250318743,100.0,Platinum,Neutral,Footwear,1
1000,50,Male,Socks,Clothing,28.0,New Mexico,L,Brown,Spring,2.9,Yes,Standard,Yes,Yes,23,Debit Card,Monthly,71.29251700680273,23.632653061224485,46.30145796348198,100.0,Bronze,At Risk,Clothing,1
1001,43,Male,Socks,Clothing,46.0,Georgia,M,Red,Winter,3.9,Yes,Express,Yes,Yes,1,Bank Transfer,Bi-Weekly,40.0,29.500000000000004,33.80168907210477,100.0,Bronze,Neutral,Clothing,1
1002,61,Male,Dress,Clothing,60.0,Washington,M,Orange,Fall,3.6,Yes,Standard,Yes,Yes,4,Debit Card,Fortnightly,49.1156462585034,33.37414965986395,40.43710737126691,100.0,Silver,Neutral,Clothing,1
1003,55,Male,Shoes,Footwear,59.0,North Dakota,M,White,Spring,3.5,Yes,Store Pickup,Yes,Yes,3,Bank Transfer,Bi-Weekly,41.63265306122449,30.94387755102041,35.3923256550673,100.0,Silver,Neutral,Footwear,1
1004,56,Male,Hat,Accessories,68.0,Ohio,M,Green,Fall,4.0,Yes,Store Pickup,Yes,Yes,3,Cash,Bi-Weekly,41.63265306122449,41.36054421768708,40.978484748878294,100.0,Silver,Satisfied,Accessories,1
1005,33,Male,Backpack,Accessories,79.0,Tennessee,M,Black,Summer,4.8,Yes,2-Day Shipping,Yes,Yes,44,Cash,Annually,55.10204081632652,84.5017006802721,70.84854152156456,100.0,Platinum,Satisfied,Accessories,1
1006,43,Male,Backpack,Accessories,94.0,New York,M,Gold,Winter,3.9,Yes,Store Pickup,Yes,Yes,5,Debit Card,Bi-Weekly,43.26530612244898,52.22108843537415,47.619009152645965,100.0,Gold,Neutral,Accessories,1
1007,21,Male,Pants,Clothing,83.0,Michigan,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,Yes,50,Venmo,Quarterly,73.33333333333334,86.25,80.90175048185372,100.0,Platinum,Satisfied,Clothing,1
1008,58,Male,Gloves,Accessories,62.0,Georgia,XL,Turquoise,Spring,4.8,Yes,Standard,Yes,Yes,2,Credit Card,Annually,20.816326530612244,48.8469387755102,34.58505982332009,100.0,Silver,Satisfied,Accessories,1
1009,41,Male,Scarf,Accessories,85.0,New Mexico,M,Pink,Spring,2.6,Yes,Store Pickup,Yes,Yes,29,PayPal,Annually,42.85714285714286,47.464285714285715,44.8639908693171,100.0,Gold,At Risk,Accessories,1
1010,39,Male,Hoodie,Clothing,30.0,Louisiana,M,Silver,Summer,3.1,Yes,Express,Yes,Yes,11,Venmo,Annually,28.163265306122447,18.969387755102048,22.236056891063523,100.0,Bronze,Neutral,Clothing,1
1011,54,Male,Jeans,Clothing,24.0,South Dakota,XL,Gray,Spring,4.7,Yes,2-Day Shipping,Yes,Yes,37,Credit Card,Fortnightly,76.05442176870747,55.48979591836735,65.76648089876373,100.0,Bronze,Satisfied,Clothing,1
1012,43,Male,Backpack,Accessories,25.0,Montana,L,Indigo,Spring,2.9,Yes,Next Day Air,Yes,Yes,32,Debit Card,Fortnightly,71.97278911564626,28.505102040816322,49.254548434845546,100.0,Bronze,At Risk,Accessories,1
1013,28,Male,Sandals,Footwear,37.0,New Mexico,L,Teal,Summer,3.8,Yes,Express,Yes,Yes,27,Credit Card,Annually,41.224489795918366,42.10374149659864,41.17295846708163,100.0,Bronze,Neutral,Footwear,1
1014,59,Male,Belt,Accessories,69.0,South Carolina,XL,Green,Summer,3.8,Yes,2-Day Shipping,Yes,Yes,31,Venmo,Bi-Weekly,64.48979591836735,58.158163265306115,61.415136727583786,100.0,Silver,Neutral,Accessories,1
1015,28,Male,Shoes,Footwear,97.0,Ohio,M,Violet,Summer,3.0,Yes,Standard,Yes,Yes,36,Debit Card,Fortnightly,75.23809523809524,62.55952380952382,69.14960960945311,100.0,Platinum,Neutral,Footwear,1
1016,68,Male,Gloves,Accessories,24.0,North Carolina,M,Cyan,Summer,4.1,Yes,Standard,Yes,Yes,34,Cash,Weekly,86.93877551020408,45.44897959183673,65.8240564160655,100.0,Bronze,Satisfied,Accessories,1
1017,20,Male,Belt,Accessories,30.0,Idaho,XL,Blue,Summer,3.4,Yes,Express,Yes,Yes,15,Bank Transfer,Every 3 Months,38.095238095238095,25.690476190476186,30.80636993684437,100.0,Bronze,Neutral,Accessories,1
1018,21,Male,Jacket,Outerwear,53.0,Oklahoma,L,Orange,Fall,2.5,Yes,Express,Yes,Yes,14,Credit Card,Annually,30.612244897959183,22.593537414965986,25.40407403864086,100.0,Silver,At Risk,Outerwear,1
1019,50,Male,Dress,Clothing,70.0,Georgia,XL,Charcoal,Spring,4.9,Yes,Next Day Air,Yes,Yes,46,Cash,Weekly,96.73469387755101,83.44557823129252,91.09849992201246,100.0,Platinum,Satisfied,Clothing,1
1020,32,Male,Shirt,Clothing,76.0,Kentucky,S,Beige,Winter,2.8,Yes,Standard,Yes,Yes,33,Venmo,Bi-Weekly,66.12244897959184,49.10204081632653,57.37492494398485,100.0,Platinum,At Risk,Clothing,1
1021,24,Male,Scarf,Accessories,95.0,Delaware,M,Black,Fall,4.5,Yes,Express,Yes,Yes,41,Debit Card,Annually,52.6530612244898,85.12755102040816,69.95967728426211,100.0,Platinum,Satisfied,Accessories,1
1022,55,Male,Coat,Outerwear,51.0,Massachusetts,S,Lavender,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly,91.02040816326529,70.76700680272108,81.44220342497393,100.0,Silver,Satisfied,Outerwear,1
1023,61,Male,Handbag,Accessories,41.0,Nebraska,M,Lavender,Winter,4.9,Yes,Store Pickup,Yes,Yes,7,Cash,Annually,24.89795918367347,44.831632653061234,34.47258282405679,100.0,Bronze,Satisfied,Accessories,1
1024,61,Male,Sunglasses,Accessories,71.0,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Every 3 Months,49.523809523809526,53.630952380952394,51.50433038618654,100.0,Silver,Neutral,Accessories,1
1025,28,Male,T-shirt,Clothing,66.0,Pennsylvania,M,Purple,Summer,3.5,Yes,Free Shipping,Yes,Yes,18,Venmo,Quarterly,47.21088435374149,44.064625850340136,45.217721694591404,100.0,Silver,Neutral,Clothing,1
1026,60,Male,Shirt,Clothing,84.0,Nebraska,M,Olive,Winter,4.9,Yes,Free Shipping,Yes,Yes,15,Credit Card,Annually,31.428571428571427,68.19047619047619,50.26456570625988,100.0,Gold,Satisfied,Clothing,1
1027,49,Male,Handbag,Accessories,95.0,Virginia,L,Turquoise,Winter,3.0,Yes,Express,Yes,Yes,39,PayPal,Bi-Weekly,71.02040816326529,63.76700680272109,67.68830451393295,100.0,Platinum,Neutral,Accessories,1
1028,33,Male,Jewelry,Accessories,90.0,Ohio,L,Teal,Summer,2.8,Yes,Next Day Air,Yes,Yes,11,Cash,Monthly,61.49659863945578,39.969387755102034,50.16442029085314,100.0,Gold,At Risk,Accessories,1
1029,45,Male,Hoodie,Clothing,36.0,Nebraska,S,Lavender,Summer,3.7,Yes,Standard,Yes,Yes,4,Cash,Fortnightly,49.1156462585034,24.70748299319728,35.78942300521617,100.0,Bronze,Neutral,Clothing,1
1030,29,Male,Gloves,Accessories,22.0,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,33,Venmo,Bi-Weekly,66.12244897959184,37.2687074829932,51.029048213415564,100.0,Bronze,Neutral,Accessories,1
1031,58,Male,Coat,Outerwear,89.0,Kentucky,L,Blue,Winter,3.3,Yes,Next Day Air,Yes,Yes,37,Debit Card,Quarterly,62.72108843537415,63.90646258503401,63.61343077989636,100.0,Platinum,Neutral,Outerwear,1
1032,22,Male,Sandals,Footwear,50.0,Tennessee,M,Teal,Spring,3.4,Yes,Free Shipping,Yes,Yes,32,Cash,Quarterly,58.639455782312936,45.58843537414966,51.7491826820289,100.0,Silver,Neutral,Footwear,1
1033,55,Male,Boots,Footwear,36.0,Maine,M,Lavender,Fall,4.0,Yes,Free Shipping,Yes,Yes,44,Credit Card,Quarterly,68.43537414965986,55.918367346938766,62.18678763481387,100.0,Bronze,Satisfied,Footwear,1
1034,19,Male,Pants,Clothing,52.0,Montana,S,Silver,Spring,4.6,Yes,Free Shipping,Yes,Yes,41,Bank Transfer,Quarterly,65.98639455782313,68.54421768707482,67.73317867358168,100.0,Silver,Satisfied,Clothing,1
1035,68,Male,Socks,Clothing,29.0,Maryland,M,Olive,Fall,4.2,Yes,Next Day Air,Yes,Yes,44,Bank Transfer,Weekly,95.10204081632652,55.66836734693877,75.38605314989574,100.0,Bronze,Satisfied,Clothing,1
1036,61,Male,Blouse,Clothing,89.0,Georgia,M,Brown,Fall,2.8,Yes,Express,Yes,Yes,32,Venmo,Annually,45.30612244897959,53.838435374149654,49.50675401766054,100.0,Gold,At Risk,Clothing,1
1037,68,Male,Handbag,Accessories,47.0,Hawaii,M,Yellow,Fall,3.7,Yes,2-Day Shipping,Yes,Yes,13,Bank Transfer,Monthly,63.12925170068028,35.413265306122454,48.53742923578056,100.0,Silver,Neutral,Accessories,1
1038,52,Male,Jewelry,Accessories,25.0,Rhode Island,XL,Brown,Spring,3.4,Yes,Standard,Yes,Yes,48,Debit Card,Quarterly,71.70068027210885,46.056122448979586,58.530602069914295,100.0,Bronze,Neutral,Accessories,1
1039,41,Male,Pants,Clothing,74.0,Nebraska,XL,Cyan,Fall,3.0,Yes,Express,Yes,Yes,3,Bank Transfer,Weekly,61.632653061224495,30.527210884353746,45.168879291314866,100.0,Gold,Neutral,Clothing,1
1040,29,Male,Belt,Accessories,46.0,Michigan,M,Magenta,Fall,4.8,Yes,Standard,Yes,Yes,39,Venmo,Monthly,84.35374149659864,67.35034013605441,76.2766099088706,100.0,Silver,Satisfied,Accessories,1
1041,68,Male,Jeans,Clothing,22.0,North Carolina,S,Magenta,Fall,4.0,Yes,Next Day Air,Yes,Yes,7,Cash,Fortnightly,51.56462585034014,24.91496598639456,37.1251799700235,100.0,Bronze,Satisfied,Clothing,1
1042,36,Male,Shirt,Clothing,25.0,Minnesota,M,Orange,Summer,4.9,Yes,Next Day Air,Yes,Yes,11,Cash,Fortnightly,54.82993197278911,40.88605442176871,47.322668957775186,100.0,Bronze,Satisfied,Clothing,1
1043,55,Male,Belt,Accessories,80.0,Maryland,M,Maroon,Spring,4.9,Yes,Next Day Air,Yes,Yes,47,Credit Card,Weekly,97.55102040816325,88.29251700680271,94.10593721464288,100.0,Platinum,Satisfied,Accessories,1
1044,28,Male,Jeans,Clothing,76.0,Hawaii,M,Green,Spring,3.3,Yes,2-Day Shipping,Yes,Yes,28,Debit Card,Fortnightly,68.70748299319727,52.36734693877552,60.4185318218271,100.0,Platinum,Neutral,Clothing,1
1045,39,Male,Jeans,Clothing,30.0,Oregon,L,Teal,Summer,4.4,Yes,Next Day Air,Yes,Yes,17,Bank Transfer,Every 3 Months,39.72789115646258,40.384353741496604,39.502600887134484,100.0,Bronze,Satisfied,Clothing,1
1046,54,Male,Sweater,Clothing,79.0,New Mexico,L,Black,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,11,PayPal,Bi-Weekly,48.16326530612245,44.71938775510204,46.04504217096429,100.0,Gold,Neutral,Clothing,1
1047,40,Male,Sneakers,Footwear,22.0,Illinois,M,Magenta,Winter,4.2,Yes,Standard,Yes,Yes,12,Venmo,Annually,28.9795918367347,30.98299319727892,29.08677164023591,100.0,Bronze,Satisfied,Footwear,1
1048,31,Male,Socks,Clothing,36.0,Utah,S,Olive,Fall,4.2,Yes,Standard,Yes,Yes,7,Credit Card,Fortnightly,51.56462585034014,33.41496598639456,41.68348579057327,100.0,Bronze,Satisfied,Clothing,1
1049,30,Male,Socks,Clothing,77.0,Maine,L,Yellow,Fall,2.7,Yes,Standard,Yes,Yes,19,Venmo,Fortnightly,61.36054421768707,38.66156462585034,49.395045105578475,100.0,Gold,At Risk,Clothing,1
1050,45,Male,Sunglasses,Accessories,33.0,Virginia,S,Purple,Fall,2.8,Yes,Store Pickup,Yes,Yes,24,Cash,Quarterly,52.10884353741496,25.062925170068024,37.47663507334239,100.0,Bronze,At Risk,Accessories,1
1051,48,Male,Sneakers,Footwear,64.0,Florida,M,Beige,Winter,3.8,Yes,Next Day Air,Yes,Yes,19,Venmo,Monthly,68.02721088435375,47.91156462585034,57.68888771421597,100.0,Silver,Neutral,Footwear,1
1052,45,Male,Socks,Clothing,53.0,Ohio,M,Indigo,Fall,2.6,Yes,Free Shipping,Yes,Yes,39,PayPal,Annually,51.020408163265294,40.933673469387756,45.44344378029926,100.0,Silver,At Risk,Clothing,1
1053,60,Male,Shoes,Footwear,36.0,Virginia,XL,Pink,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,46.666666666666664,13.33333333333334,28.465303491843454,100.0,Bronze,Neutral,Footwear,1
1054,59,Male,Blouse,Clothing,70.0,Kansas,M,Blue,Spring,3.3,No,2-Day Shipping,Yes,Yes,10,Debit Card,Bi-Weekly,27.346938775510203,37.62244897959184,31.8309945140707,100.0,Gold,Neutral,Clothing,1
1055,18,Male,Shorts,Clothing,96.0,Arkansas,L,Cyan,Winter,4.9,No,Express,Yes,Yes,48,PayPal,Quarterly,51.70068027210885,95.63945578231294,75.12071935645461,100.0,Platinum,Satisfied,Clothing,1
1056,70,Male,Jacket,Outerwear,27.0,Massachusetts,M,Orange,Spring,3.3,No,Next Day Air,Yes,Yes,24,Debit Card,Annually,18.775510204081634,29.22959183673469,23.044432044200125,100.0,Bronze,Neutral,Outerwear,1
1057,20,Male,Sweater,Clothing,64.0,Idaho,L,Black,Winter,2.9,No,2-Day Shipping,Yes,Yes,42,Venmo,Fortnightly,60.136054421768705,51.5578231292517,55.69869317225093,100.0,Silver,At Risk,Clothing,1
1058,65,Male,Jacket,Outerwear,23.0,Wisconsin,S,Maroon,Spring,4.4,No,2-Day Shipping,Yes,Yes,20,Credit Card,Weekly,55.51020408163265,39.50850340136055,46.924063972852146,100.0,Bronze,Satisfied,Outerwear,1
1059,29,Male,Scarf,Accessories,33.0,New Mexico,L,Violet,Summer,3.1,No,Next Day Air,Yes,Yes,49,Bank Transfer,Every 3 Months,45.85034013605442,46.06972789115646,45.61272820968308,100.0,Bronze,Neutral,Accessories,1
1060,22,Male,Jacket,Outerwear,34.0,North Carolina,M,Beige,Winter,2.5,No,Standard,Yes,Yes,25,Debit Card,Monthly,52.925170068027214,22.15986394557823,36.32797000017744,100.0,Bronze,At Risk,Outerwear,1
1061,27,Male,Sweater,Clothing,35.0,Iowa,S,Gray,Summer,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,22.993197278911566,21.18877551020408,20.84121677418026,100.0,Bronze,At Risk,Clothing,1
1062,36,Male,Coat,Outerwear,62.0,Idaho,M,Gray,Summer,4.4,No,Free Shipping,Yes,Yes,12,Venmo,Every 3 Months,15.646258503401361,50.31632653061225,32.788016251682436,100.0,Silver,Satisfied,Outerwear,1
1063,59,Male,Boots,Footwear,75.0,Ohio,M,Brown,Fall,2.6,No,Next Day Air,Yes,Yes,21,Debit Card,Every 3 Months,22.993197278911566,37.85544217687075,29.779071324277844,100.0,Gold,At Risk,Footwear,1
1064,62,Male,Hoodie,Clothing,29.0,Alabama,S,Indigo,Summer,3.3,No,Free Shipping,Yes,Yes,35,Cash,Monthly,61.088435374149654,37.545918367346935,48.66070164453793,100.0,Bronze,Neutral,Clothing,1
1065,34,Male,Hat,Accessories,28.0,Wyoming,M,Violet,Spring,3.5,No,Express,Yes,Yes,42,Credit Card,Every 3 Months,40.136054421768705,44.5578231292517,41.944794261209935,100.0,Bronze,Neutral,Accessories,1
1066,59,Male,T-shirt,Clothing,20.0,Alabama,XL,Blue,Spring,4.1,No,Store Pickup,Yes,Yes,3,PayPal,Every 3 Months,8.299319727891156,22.693877551020403,14.30142098610233,100.0,Bronze,Satisfied,Clothing,1
1067,49,Male,Coat,Outerwear,96.0,Mississippi,M,Red,Winter,4.0,No,Store Pickup,Yes,Yes,11,PayPal,Bi-Weekly,28.163265306122447,58.46938775510204,43.418772174794796,100.0,Gold,Satisfied,Outerwear,1
1068,18,Male,Dress,Clothing,43.0,Pennsylvania,S,Peach,Summer,2.7,No,2-Day Shipping,Yes,Yes,22,PayPal,Quarterly,30.476190476190478,26.535714285714285,27.45012303664694,100.0,Bronze,At Risk,Clothing,1
1069,55,Male,Shirt,Clothing,94.0,Wyoming,M,Olive,Fall,2.5,No,Standard,Yes,Yes,47,Credit Card,Weekly,77.55102040816327,62.12585034013605,70.07350557098968,100.0,Platinum,At Risk,Clothing,1
1070,38,Male,Skirt,Clothing,81.0,Maryland,XL,White,Fall,4.3,No,Next Day Air,Yes,Yes,33,Venmo,Every 3 Months,32.7891156462585,71.18537414965986,52.55091555619749,100.0,Gold,Satisfied,Clothing,1
1071,50,Male,Jewelry,Accessories,75.0,North Carolina,M,Magenta,Summer,3.3,No,Free Shipping,Yes,Yes,50,Debit Card,Weekly,80.0,66.91666666666667,73.86717253707386,100.0,Platinum,Neutral,Accessories,1
1072,61,Male,Hat,Accessories,81.0,Pennsylvania,M,Beige,Summer,2.6,No,Express,Yes,Yes,46,Credit Card,Monthly,70.06802721088435,57.36224489795917,63.7774242177764,100.0,Platinum,At Risk,Accessories,1
1073,48,Male,Shorts,Clothing,92.0,Idaho,L,Gold,Fall,3.7,No,Express,Yes,Yes,34,Debit Card,Fortnightly,53.60544217687075,68.44897959183675,61.49162902853351,100.0,Platinum,Neutral,Clothing,1
1074,22,Male,Scarf,Accessories,96.0,California,XL,Purple,Spring,4.0,No,Store Pickup,Yes,Yes,33,Credit Card,Monthly,59.455782312925166,73.43537414965986,67.090859253794,100.0,Platinum,Satisfied,Accessories,1
1075,48,Male,Jewelry,Accessories,71.0,Tennessee,S,White,Fall,2.6,No,Standard,Yes,Yes,45,Bank Transfer,Fortnightly,62.585034013605444,52.515306122448976,57.43665359181265,100.0,Silver,At Risk,Accessories,1
1076,57,Male,Sunglasses,Accessories,50.0,Missouri,L,Indigo,Summer,4.9,No,Next Day Air,Yes,Yes,32,Debit Card,Bi-Weekly,45.30612244897959,65.58843537414967,55.80794147547934,100.0,Silver,Satisfied,Accessories,1
1077,33,Male,Coat,Outerwear,72.0,North Dakota,L,Charcoal,Spring,2.9,No,Standard,Yes,Yes,47,Venmo,Bi-Weekly,57.55102040816327,58.292517006802726,58.01779902446723,100.0,Platinum,At Risk,Outerwear,1
1078,58,Male,Jacket,Outerwear,28.0,West Virginia,M,Pink,Winter,3.7,No,Standard,Yes,Yes,5,PayPal,Quarterly,16.598639455782315,22.05442176870749,18.10815908363601,100.0,Bronze,Neutral,Outerwear,1
1079,37,Male,Sweater,Clothing,59.0,Arizona,M,Silver,Fall,4.4,No,Express,Yes,Yes,49,Credit Card,Fortnightly,65.85034013605441,74.23639455782313,70.717702399348,100.0,Silver,Satisfied,Clothing,1
1080,18,Male,Coat,Outerwear,33.0,Oklahoma,S,Blue,Summer,4.4,No,Free Shipping,Yes,Yes,48,Bank Transfer,Monthly,71.70068027210885,62.72278911564626,67.46845662001189,100.0,Bronze,Satisfied,Outerwear,1
1081,65,Male,Scarf,Accessories,59.0,Pennsylvania,L,Blue,Fall,3.8,No,Express,Yes,Yes,22,Cash,Every 3 Months,23.809523809523807,47.86904761904761,35.55724352743851,100.0,Silver,Neutral,Accessories,1
1082,62,Male,Belt,Accessories,30.0,Idaho,XL,Brown,Spring,4.5,No,Standard,Yes,Yes,45,Credit Card,Annually,35.91836734693877,60.76530612244897,48.52755826077762,100.0,Bronze,Satisfied,Accessories,1
1083,54,Male,Hat,Accessories,85.0,South Carolina,XL,Cyan,Winter,2.6,No,Next Day Air,Yes,Yes,30,Venmo,Quarterly,37.006802721088434,48.14455782312925,42.303631191089785,100.0,Gold,At Risk,Accessories,1
1084,35,Male,Backpack,Accessories,97.0,Washington,L,Teal,Summer,3.3,No,Store Pickup,Yes,Yes,43,Cash,Weekly,74.28571428571429,71.32142857142858,73.37217695388536,100.0,Platinum,Neutral,Accessories,1
1085,34,Male,T-shirt,Clothing,36.0,Arkansas,S,Purple,Fall,4.1,No,Next Day Air,Yes,Yes,48,Cash,Quarterly,51.70068027210885,59.97278911564625,55.993710619245775,100.0,Bronze,Satisfied,Clothing,1
1086,25,Male,Jewelry,Accessories,85.0,Utah,M,Turquoise,Winter,3.0,No,Store Pickup,Yes,Yes,23,Venmo,Fortnightly,44.625850340136054,48.715986394557824,46.41959572804551,100.0,Gold,Neutral,Accessories,1
1087,53,Male,Sunglasses,Accessories,62.0,Alaska,M,Olive,Winter,3.0,No,Free Shipping,Yes,Yes,27,PayPal,Bi-Weekly,41.224489795918366,41.85374149659864,41.03889064883016,100.0,Silver,Neutral,Accessories,1
1088,45,Male,Jeans,Clothing,71.0,West Virginia,S,White,Winter,3.4,No,Next Day Air,Yes,Yes,7,Bank Transfer,Monthly,38.23129251700681,37.331632653061234,37.11721494317955,100.0,Gold,Neutral,Clothing,1
1089,49,Male,Pants,Clothing,21.0,Louisiana,M,Turquoise,Winter,2.7,No,Free Shipping,Yes,Yes,2,PayPal,Weekly,40.81632653061224,3.7636054421768734,20.40816326530612,100.0,Bronze,At Risk,Clothing,1
1090,40,Male,Backpack,Accessories,61.0,Arizona,M,Silver,Spring,3.8,No,Next Day Air,Yes,Yes,33,PayPal,Bi-Weekly,46.12244897959184,56.185374149659864,51.173513127776324,100.0,Silver,Neutral,Accessories,1
1091,38,Male,Scarf,Accessories,58.0,Connecticut,M,Violet,Spring,4.2,No,Store Pickup,Yes,Yes,27,Cash,Fortnightly,47.89115646258503,56.18707482993197,52.058778895247414,100.0,Silver,Satisfied,Accessories,1
1092,44,Male,Sweater,Clothing,80.0,North Carolina,L,Lavender,Spring,4.7,No,Store Pickup,Yes,Yes,6,Credit Card,Fortnightly,30.74829931972789,57.73469387755101,44.31729396061362,100.0,Gold,Satisfied,Clothing,1
1093,68,Male,Jewelry,Accessories,50.0,South Dakota,L,Magenta,Spring,4.1,No,2-Day Shipping,Yes,Yes,20,Venmo,Quarterly,28.843537414965986,46.75850340136054,37.47869736881127,100.0,Silver,Satisfied,Accessories,1
1094,60,Male,Sneakers,Footwear,48.0,Delaware,S,Indigo,Winter,4.2,No,2-Day Shipping,Yes,Yes,46,Venmo,Every 3 Months,43.40136054421768,64.94557823129253,54.510814704737484,100.0,Silver,Satisfied,Footwear,1
1095,25,Male,Jewelry,Accessories,40.0,Connecticut,M,Black,Winter,4.8,No,Next Day Air,Yes,Yes,25,Cash,Quarterly,32.925170068027214,55.326530612244895,44.11430055487163,100.0,Bronze,Satisfied,Accessories,1
1096,19,Male,Coat,Outerwear,34.0,Tennessee,S,Peach,Summer,3.0,No,Free Shipping,Yes,Yes,30,Bank Transfer,Quarterly,37.006802721088434,32.22789115646258,33.76798009574659,100.0,Bronze,Neutral,Outerwear,1
1097,57,Male,Coat,Outerwear,46.0,New Hampshire,S,Beige,Fall,2.6,No,Standard,Yes,Yes,48,Credit Card,Annually,38.36734693877551,44.13945578231292,40.83608212998641,100.0,Silver,At Risk,Outerwear,1
1098,58,Male,Sunglasses,Accessories,27.0,Vermont,M,Black,Summer,3.2,No,Store Pickup,Yes,Yes,47,Bank Transfer,Weekly,77.55102040816327,43.542517006802726,60.107797747630876,100.0,Bronze,Neutral,Accessories,1
1099,49,Male,Handbag,Accessories,98.0,Idaho,S,Turquoise,Spring,3.6,No,Next Day Air,Yes,Yes,27,Credit Card,Weekly,61.224489795918366,64.85374149659864,63.37312992796483,100.0,Platinum,Neutral,Accessories,1
1100,19,Male,Sweater,Clothing,73.0,North Carolina,M,Peach,Fall,2.6,No,Next Day Air,Yes,Yes,45,Bank Transfer,Fortnightly,62.585034013605444,53.34863945578231,57.88354631931754,100.0,Platinum,At Risk,Clothing,1
1101,50,Male,Pants,Clothing,28.0,Nevada,L,Gold,Spring,4.4,No,Express,Yes,Yes,2,Credit Card,Weekly,40.81632653061224,29.34693877551021,34.12776999970591,100.0,Bronze,Satisfied,Clothing,1
1102,30,Male,Gloves,Accessories,76.0,Delaware,XL,Silver,Fall,3.0,No,Free Shipping,Yes,Yes,39,Cash,Fortnightly,57.68707482993196,55.85034013605442,56.77615693596994,100.0,Platinum,Neutral,Accessories,1
1103,52,Male,Sweater,Clothing,83.0,Texas,M,Peach,Fall,2.9,No,Express,Yes,Yes,24,Cash,Fortnightly,45.4421768707483,47.22959183673469,46.03064829163885,100.0,Gold,At Risk,Clothing,1
1104,35,Male,Hoodie,Clothing,23.0,Tennessee,S,Charcoal,Spring,4.3,No,Free Shipping,Yes,Yes,8,Debit Card,Bi-Weekly,25.71428571428572,30.011904761904763,26.933351747572054,100.0,Bronze,Satisfied,Clothing,1
1105,35,Male,Hat,Accessories,28.0,Delaware,M,Beige,Fall,3.1,No,Express,Yes,Yes,8,Bank Transfer,Quarterly,19.04761904761905,16.095238095238102,16.136909864907242,100.0,Bronze,Neutral,Accessories,1
1106,33,Male,T-shirt,Clothing,83.0,Massachusetts,S,Olive,Spring,3.0,No,Next Day Air,Yes,Yes,6,Venmo,Every 3 Months,10.748299319727892,36.31802721088436,22.83215086373823,100.0,Gold,Neutral,Clothing,1
1107,52,Male,Skirt,Clothing,96.0,Minnesota,L,Violet,Winter,3.6,No,Store Pickup,Yes,Yes,12,Venmo,Fortnightly,35.64625850340136,53.81632653061226,44.66496570720294,100.0,Gold,Neutral,Clothing,1
1108,69,Male,Sneakers,Footwear,62.0,Texas,M,Peach,Fall,2.8,No,Store Pickup,Yes,Yes,26,Bank Transfer,Weekly,60.408163265306115,38.50680272108843,48.83586026570852,100.0,Silver,At Risk,Footwear,1
